source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
kjct8.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
kktv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
8newsnow.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
klax-tv.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
klfy.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ourquadcities.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
fox16.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kltv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kmbc.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
abc17news.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kmov.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
nbcnebraskascottsbluff.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
3newsnow.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kmvt.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
knoe.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
knopnews2.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
1011np.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
abc15.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
koaa.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
koamnewsnow.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
koat.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kob.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
koin.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
fox23.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kold.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
1011now.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kolotv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ozarksfirst.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kompas.com,indonesia,least biased,mixed,limited freedom,website,high traffic,high credibility
cbs7.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kotatv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
newson6.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
kpax.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kristv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kplctv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
click2houston.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
kptv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kpvi.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
krdo.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
krem.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
fox26houston.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kron4.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
krqe.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
krtv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ksat.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
fox10phoenix.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
ksbw.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ksdk.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
dakotanewsnow.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kshb.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ksl.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
ksla.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ksnblocal4.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ksnt.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ksn.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ky3.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kstp.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
fox5sandiego.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kswo.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
bigcountryhomepage.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
arklatexhomepage.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
fox7austin.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktvb.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktiv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktla.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
ktnv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktre.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktsm.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kttc.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
foxla.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
webcenterfairbanks.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
ktvh.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
fox2now.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktvq.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktvu.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
abc4.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
ktvz.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
fox40.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
nonstoplocal.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
valleycentral.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kvia.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kvoa.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kvue.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
fox5vegas.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kwch.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
newswest9.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
fox44news.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
weau.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
news9.com,usa,least biased,high,mostly free,tv station,high traffic,high credibility
kwtx.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kwwl.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kxan.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kxii.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kxlf.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
kxlh.com,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
kxly.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kxnet.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
fox21news.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
abc10.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kxxv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kyma.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
kyoutv.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
cbs19.tv,usa,least biased,high,mostly free,tv station,minimal traffic,high credibility
lacrossetribune.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
ledevoir.com,canada,least biased,high,mostly free,newspaper,high traffic,high credibility
lahainanews.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
record-bee.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
lakegenevanews.net,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
hometownsource.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility
lalibre.be,belgium,least biased,high,mostly free,newspaper,high traffic,high credibility
law360.com,usa,least biased,high,mostly free,website,medium traffic,high credibility
ljworld.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
leavenworthtimes.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
ldnews.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
lebanon-express.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
wellingtondailynews.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
lesoir.be,belgium,least biased,high,mostly free,newspaper,high traffic,high credibility
lexch.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
lrt.lt,lithuania,least biased,high,excellent,website,high traffic,high credibility
